venue_id,name,city,matched_name,address,lat,lng,confidence,needs_review
athens_002,Manári Tavernaand ordered a freddo cappuc,Athens,Manári Taverna,"Pl. Agion Theodoron 3, Athina 105 61, Greece",37.9792492,23.7296388,high,false
athens_003,Diporto,Athens,Diporto,"Σωκράτους 9 και, Theatrou 10552, Athina 105 52, Greece",37.9807478,23.7258382,high,false
athens_004,Pharaoh,Athens,Pharaoh,"Solomou 54, Athina 106 82, Greece",37.9869732,23.7307566,high,false
athens_005,The Margi,Athens,The Margi,"Litous 11, Vouliagmeni 166 71, Greece",37.813838,23.7739554,high,false
athens_006,Mona Shila Monument,Athens,Monument,"Kalamida 11, Athina 105 54, Greece",37.979488,23.725965,high,false
athens_007,Shila,Athens,Shila,"Mantzarou 10, Athina 106 72, Greece",37.9806817,23.7373157,high,false
athens_008,Monument,Athens,Monument,"Kalamida 11, Athina 105 54, Greece",37.979488,23.725965,high,false
athens_009,Manári Taverna,Athens,Manári Taverna,"Pl. Agion Theodoron 3, Athina 105 61, Greece",37.9792492,23.7296388,high,false
athens_010,Pharaoh,Athens,Pharaoh,"Solomou 54, Athina 106 82, Greece",37.9869732,23.7307566,high,false
athens_011,ΛΙΝΟΥ ΣΟΥΜΠΑΣΗΣ ΚΑΙ ΣΙΑ,Athens,ΛΙΝΟΥ ΣΟΥΜΠΑΣΗΣ ΚΑΙ ΣΙΑ,"Μελανθίου 2, Αθήνα 105 54 &, Kalamida 9, Athina 105 54, Greece",37.9793162,23.7259784,high,false
athens_012,It's A Shirt,Athens,IT’S A SHIRT,"Asklipiou 67, Athina 106 80, Greece",37.9839774,23.738975,high,false
athens_013,Mouki Mou,Athens,Mouki Mou Athens,"Diogenous 15, Athina 105 56, Greece",37.9741006,23.728836,high,false
athens_014,L'ON,Athens,L'ON,"4th floor, Praxitelous 33, Athina 105 60, Greece",37.9790262,23.7294497,high,false
athens_015,Diporto,Athens,Diporto,"Σωκράτους 9 και, Theatrou 10552, Athina 105 52, Greece",37.9807478,23.7258382,high,false
athens_016,Ariston,Athens,Ariston,"Voulis 10, Athina 105 62, Greece",37.9766869,23.7326434,high,false
athens_017,Anana Coffee & Food,Athens,Anana Coffee & Food,"Praxitelous 33, Athina 105 60, Greece",37.979075,23.7293905,high,false
athens_018,Stani,Athens,Stani,"Marikas Kotopouli 10, Athina 104 32, Greece",37.9854314,23.7279263,high,false
athens_019,Foyer Espresso Bar,Athens,Foyer Espresso Bar,"Vriaxidos 2, Athina 116 35, Greece",37.9673095,23.7468041,high,false
athens_020,KORA,Athens,KORA,"Panagiotou Anagnostopoulou 44, Athina 106 73, Greece",37.98010780000001,23.7397032,high,false
athens_021,Linou Soubasis Kai Sia,Athens,ΛΙΝΟΥ ΣΟΥΜΠΑΣΗΣ ΚΑΙ ΣΙΑ,"Μελανθίου 2, Αθήνα 105 54 &, Kalamida 9, Athina 105 54, Greece",37.9793162,23.7259784,high,false
athens_022,Manari Taverna,Athens,Manári Taverna,"Pl. Agion Theodoron 3, Athina 105 61, Greece",37.9792492,23.7296388,high,false
athens_023,VIN A,Athens,Wine is fine,"Vissis 6, Athina 105 51, Greece",37.9786563,23.7276028,high,false
athens_024,Vezene Athens,Athens,Vezené Athens,"Vrasida 11, Athina 115 28, Greece",37.9747035,23.7510028,high,false
athens_025,Taverna Oikonomou 1930,Athens,Oikonomou Tavern,"Kidantidon 32, Athina 118 51, Greece",37.9697362,23.7131996,high,false
athens_026,Krabo,Athens,Krabo,"Thespidos, Vouliagmeni 166 71, Greece",37.8140679,23.7666363,high,false
athens_027,Yperokeanio,Athens,Yperokeanio,"Marias Chatzikiriakou 48, Pireas 185 38, Greece",37.9370015,23.6302813,high,false
athens_028,Lefteris O Politis,Athens,Lefteris O Politis (est. 1951),"Satovriandou 20, Athina 104 32, Greece",37.9852053,23.7273274,high,false
athens_029,Ristorante Atlantikos,Athens,Ristorante Atlantikos,"Avliton 7, Athina 105 54, Greece",37.9774124,23.7229415,high,false
athens_030,Kennedy,Athens,Kennedy Vins,"Nikiou 9, Athina 105 60, Greece",37.9781722,23.7284601,high,false
athens_031,Heteroclito,Athens,heteroclito,"Fokionos 2, Athina 105 63, Greece",37.975643,23.7305773,high,false
athens_032,Acropolis,Athens,Acropolis of Athens,"Athens 105 58, Greece",37.9715323,23.7257492,high,false
athens_033,Anafiotika,Athens,Anafiotika,"Anafiotika, Athens, Greece",37.97238189999999,23.7281127,medium,true
athens_034,Vouliagmeni Beach,Athens,Vouliagmeni Coast,"Leof. Poseidonos 2, Vouliagmeni 167 71, Greece",37.8133839,23.779491,high,false
athens_035,Lake Vouliagmeni,Athens,Vouliagmeni Lake,"Av Athens Riviera, Posidonos, Vouliagmeni 166 71, Greece",37.8078002,23.7855018,high,false
athens_036,Breeder Gallery,Athens,Breeder Gallery,"Iasonos 45, Athina 104 36, Greece",37.984715,23.7200681,high,false
athens_037,10AM Lofts,Athens,10AM lofts,"Konstantinoupoleos Ave. 82, Athina 104 35, Greece",37.98117999999999,23.7120942,high,false
athens_038,Museum of Cycladic Art,Athens,Museum of Cycladic Art,"Neofitou Douka 4, Athina 106 74, Greece",37.9758705,23.7422236,high,false
athens_039,Alekos Fassianos Museum,Athens,Alekos Fassianos Museum,"Neofitou Metaxa 15, Athina 104 39, Greece",37.9907334,23.7224441,high,false
athens_040,Radio Athenes,Athens,Radio Athènes,"Petraki 15, Athina 105 63, Greece",37.9755101,23.731078,high,false
athens_041,Mod,Athens,mod,"Loukianou 20, Athina 106 75, Greece",37.9773096,23.7438324,high,false
athens_042,Hyper Hypo,Athens,Hyper Hypo,"Voreou 10, Athina 105 51, Greece",37.9779761,23.7270518,high,false
athens_043,Phaon,Athens,Phāon,"Likavittou 29, Athina 106 72, Greece",37.9803222,23.7389478,high,false
athens_044,Melissinos Art,Athens,Melissinos Art -The Poet Sandal Maker,"Tzireon 16, Athina 117 42, Greece",37.9683855,23.7309475,high,false
athens_045,10AM Apotheke,Athens,10AM apotheke,"Konstantinoupoleos Ave. 82, Athina 104 35, Greece",37.98117999999999,23.7120942,high,false
athens_046,Ileana Makri Fine Jewelry,Athens,Ileana Makri Fine Jewelry,"13-15, Patriarchou Ioakim street, Athina 106 75, Greece",37.9777739,23.7427908,high,false
athens_047,Anthologist,Athens,Anthologist,"Pl. Anexartisias 7A, Athina 104 38, Greece",37.9873285,23.7261934,high,false
biarritz_001,Lobita,Biarritz,LOBITA Marché,"Halles Centrales, 64200 Biarritz, France",43.4810495,-1.5621641,high,false
biarritz_002,Nelly's Smashburger,Biarritz,Nelly's Biarritz,"21 Av. du Jardin public, 64200 Biarritz, France",43.4800484,-1.5588735,high,false
biarritz_003,Maison Silhouette,Biarritz,Hôtel de Silhouette,"30 Rue Gambetta, 64200 Biarritz, France",43.4810966,-1.5633598,high,false
biarritz_004,Regina Experimental,Biarritz,Regina Experimental Biarritz,"52 Av. de l'Impératrice, 64200 Biarritz, France",43.49137959999999,-1.5520148,high,false
biarritz_005,Hôtel Le Garage,Biarritz,Hôtel Le Garage Biarritz,"50 Av. de l'Impératrice, 64200 Biarritz, France",43.4906013,-1.5517064,high,false
biarritz_006,Villa Magnan,Biarritz,VILLA BIBI CHERI,"82 Imp. des Dauphins VILLA BIBICHERI, 64200 Biarritz, France",43.473552,-1.5605869,high,false
biarritz_007,De Puta Madre,Biarritz,DE PUTA MADRE,"13 Rue de Mouriscot, 64200 Biarritz, France",43.4597793,-1.5581375,high,false
biarritz_008,Maison Silhouette,Biarritz,Hôtel de Silhouette,"30 Rue Gambetta, 64200 Biarritz, France",43.4810966,-1.5633598,high,false
biarritz_009,Providence Moments and Goods,Biarritz,Providence Guéthary,"548 Av. du Général de Gaulle, 64210 Guéthary, France",43.42495599999999,-1.608927,high,false
biarritz_011,Hotel du Palais,Biarritz,Hôtel du Palais Biarritz - The Unbound Collection by Hyatt,"1 Av. de l'Impératrice, 64200 Biarritz, France",43.4867958,-1.5562046,high,false
biarritz_012,La Vague,Biarritz,The Basque Wave Surf School,"Bd du Prince de Galles, 64200 Biarritz, France",43.4772049,-1.5670373,high,false
biarritz_013,Bleach Cafe,Biarritz,Bleach - café cantine vin à Biarritz,"49 Av. Maréchal Joffre, 64200 Biarritz, France",43.47504720000001,-1.562347,high,false
biarritz_014,Le Basta,Biarritz,Le Basta,"31 Bd du Général de Gaulle, 64200 Biarritz, France",43.48361329999999,-1.5625214,high,false
biarritz_015,Cheri Bibi,Biarritz,Chéri Bibi,"50 Rue d'Espagne, 64200 Biarritz, France",43.4745482,-1.5638833,high,false
biarritz_016,Club Sandwich,Biarritz,Club Sandwich,"24 Rue d'Espagne, 64200 Biarritz, France",43.4759404,-1.5649683,high,false
biarritz_017,Restaurant Pluviose,Biarritz,Restaurant Pluviôse,"3 Rue du 17 Pluviôse, 64500 Saint-Jean-de-Luz, France",43.3875807,-1.6624384,high,false
biarritz_018,Bar Jean,Biarritz,Le Bar Jean,"5 Rue des Halles, 64200 Biarritz, France",43.481334,-1.562546,high,false
biarritz_019,Chez Babette,Biarritz,Chez BB: Bistroquet Biarritz,"Chez BB: Bistroquet, 7 Pl. Sainte-Eugénie, 64200 Biarritz, France",43.482412,-1.5640886,high,false
biarritz_020,Gaga Acotz,Biarritz,GAGA ACOTZ,"160 Rte des Plages, 64500 Saint-Jean-de-Luz, France",43.414105,-1.6257818,high,false
biarritz_021,Yaoya,Biarritz,Yaoya,"251 Av. du Général de Gaulle, 64210 Guéthary, France",43.4223227,-1.6089881,high,false
biarritz_022,Les Halles,Biarritz,Halles de Biarritz,"Halles Centrale, Rue des Halles, 64200 Biarritz, France",43.4810286,-1.5621698,high,false
biarritz_023,Cotes des Basques,Biarritz,Côte des Basques,"Côte des Basques, 64200 Biarritz, France",43.4710599,-1.5681276,medium,true
biarritz_024,Grande Plage,Biarritz,La Grande Plage,"La Grande Plage, Biarritz, France",43.4871335,-1.5558089,medium,true
biarritz_025,Plage du Port Vieux,Biarritz,Plage du Port Vieux,"Esp. du Port Vieux, 64200 Biarritz, France",43.4821968,-1.567291,high,false
biarritz_026,Guethary,Biarritz,Guéthary,"64210 Guéthary, France",43.421216,-1.609933,medium,true
biarritz_027,Hendaye,Biarritz,Biarritz,"All. du Moura, 64200 Biarritz, France",43.4593686,-1.5459239,high,false
biarritz_028,"Monsieur, Madame",Biarritz,"Monsieur, Madame Biarritz","1 Av. Victor Hugo, 64200 Biarritz, France",43.4819274,-1.5610261,high,false
biarritz_029,Captain Couturier,Biarritz,Boutique-Atelier Captain Couturier,"4 Av. de l'Impératrice, 64200 Biarritz, France",43.4854157,-1.5559075,high,false
biarritz_030,Sunburn Store,Biarritz,Sunburn Store,"49 Av. Maréchal Joffre, 64200 Biarritz, France",43.47504720000001,-1.562347,high,false
biarritz_031,Harold et Maude,Biarritz,Harold et Maude,"3 Av. Victor Hugo, 64200 Biarritz, France",43.4817568,-1.5609973,high,false
biarritz_032,Fadead Vintage,Biarritz,Fadead Vintage,"26 Av. de Verdun, 64200 Biarritz, France",43.4817063,-1.555845,high,false
biarritz_033,Ederra,Biarritz,Maison Ederra,"Bâtiment blanc, 24 Bd Marcel Dassault 3 ème étage, 64200 Biarritz, France",43.4718072,-1.5353963,high,false
biarritz_034,Parlementia,Biarritz,Parlementia,"28 Rue Gambetta, 64200 Biarritz, France",43.4811302,-1.5632198,high,false
copenhagen_001,Sonny,Copenhagen,Sonny,"Rådhusstræde 5, 1466 København, Denmark",55.6769645,12.5742551,high,false
copenhagen_002,Hay House,Copenhagen,HAY House,"Østergade 61, 2, 1100 København, Denmark",55.6789792,12.580129,high,false
copenhagen_003,Ganni,Copenhagen,GANNI,"Bremerholm 4, 1069 København, Denmark",55.679123,12.5825346,high,false
copenhagen_004,Baum und Pferdgarten,Copenhagen,Baum und Pferdgarten,"Vognmagergade 2, 1120 København, Denmark",55.6822385,12.5793762,high,false
copenhagen_005,Magnolia's,Copenhagen,Magnolias,"Købmagergade 5, kl, Købmagergade 5, tv, 1150, 1150 København, Denmark",55.67936890000001,12.5793726,high,false
copenhagen_006,Saks Potts,Copenhagen,Saks Potts,"Bredgade 73, 1260 København, Denmark",55.687011,12.5923799,high,false
copenhagen_007,Atelier September,Copenhagen,Atelier September,"Strandvejen 134, 2900 Hellerup, Denmark",55.7405328,12.5780461,high,false
copenhagen_008,Baest Pizza,Copenhagen,Bæst,"Guldbergsgade 29, 2200 København, Denmark",55.6923117,12.5560779,high,false
copenhagen_009,Pompette,Copenhagen,Pompette,"Møllegade 3, 2200 København, Denmark",55.690513,12.5553376,high,false
copenhagen_010,Dzirdra,Copenhagen,Dzidra,"Baldersgade 8, 2200 København, Denmark",55.6983263,12.5439781,high,false
copenhagen_011,Louisiana Museum of Art,Copenhagen,Louisiana Museum of Modern Art,"Gl Strandvej 13, 3050 Humlebæk, Denmark",55.969549,12.542784,high,false
copenhagen_012,Lille Bla Vibbar,Copenhagen,Lille Blå Vinbar,"Esplanaden 3, 1263 København, Denmark",55.68746849999999,12.590866,high,false
copenhagen_013,Bottega Barlie,Copenhagen,Bottega Barlie,"Fredericiagade 78, 1310 København, Denmark",55.68721619999999,12.5856339,high,false
copenhagen_014,lille bakery,Copenhagen,Lille Bakery,"Refshalevej 213B, 1432 København, Denmark",55.6900548,12.6133271,high,false
copenhagen_015,La Banchina,Copenhagen,La Banchina,"Refshalevej 141, 1432 København, Denmark",55.6893015,12.6109311,high,false
copenhagen_016,Copenhagen Contemporary,Copenhagen,Copenhagen Contemporary,"Refshalevej 173A, 1432 København, Denmark",55.6935405,12.613569,high,false
copenhagen_017,Apollo Bar,Copenhagen,Apollo Bar,"Nyhavn 2, 1051 København, Denmark",55.6800229,12.5883171,high,false
copenhagen_018,Esmee,Copenhagen,Esmée,"Kongens Nytorv 8, 1050 København, Denmark",55.6812856,12.5863117,high,false
copenhagen_019,Apotek 57,Copenhagen,Apotek 57,"Fredericiagade 57, 1310 København, Denmark",55.6869872,12.5857865,high,false
copenhagen_020,Studio x Kitchen,Copenhagen,studio x kitchen,"Dronningens Tværgade 52, 1302 København, Denmark",55.6846875,12.5835836,high,false
